int_id,url,left,result,,right,center1,center2,year,birth,loc,genrei,author,source,corp_index,sub_query_index,id,group_id,compose_doc_id
72,http://m.livejournal.com/read/user/ayteon/20783,"одим словом . Внутренний голос , однако , мне подсказывал что на моей",любимой,вольве,"этого делать не стоит , ибо дороги у нас - направления , а",любимой,вольве,2010,0,Москва,blog,ayteon,lj,41,71975,4401151,,39_11418594
74,http://m.livejournal.com/read/user/prutkof/149008,"в этих царапинах - кусочки красной краски , точно как цвет его",красной,Вольвы,". На секунду моя теория пошатнулась , но лишь на секунду . И",красной,Вольвы,2004,0,NA,blog,prutkof,lj,41,71975,27869910,,39_12369345
75,http://m.livejournal.com/read/user/bz_iya/35110,"ребятками , потом готовка , потом вкуснейшее все , отдых и поездка на",маленькой,вольве,"домой ) 08.08 Проснулась позже , чем думала собралась , взяла справку у",маленькой,вольве,2011,0,NA,blog,bz_iya,lj,41,71975,6093810,,39_12471946
76,http://m.livejournal.com/read/user/xr_08/266012,продаю свою,любимую,вольву,) 03 год . 108т км. АКПП пер привод . отличный авто без,любимую,вольву,2011,1983,Россия,blog,xr_08,lj,41,71975,37264016,,39_12613515
77,http://m.livejournal.com/read/user/xr_08/267714/comments/p1,ездить ) ) но совсем овоща не хочется . у меня есть уже,овощная,вольва,) ) ),овощная,вольва,2011,1983,Россия,blog,xr_08,lj,41,71975,37264047,,39_12613546
79,http://m.livejournal.com/read/user/xr_08/269537/comments/p1,,новую,вольву,"покупать абсурд при условии того , как она обесценивается % )",новую,вольву,2011,1983,Россия,blog,xr_08,lj,41,71975,37264089,,39_12613588
80,http://m.livejournal.com/read/user/myspace4you/33529,"Сдаем риорику 11:00 вечера Обнова Симпсоны , кичик . Владик разебенил Вольву",Разъебениная,Вольва,едет на сервис Картошка с салом Разъебениная Вольва в процессе,Разъебениная,Вольва,2009,1987,Москва,blog,myspace4you,lj,41,71975,23505913,,39_12934527
81,http://m.livejournal.com/read/user/myspace4you/33529,разебенил Вольву Разъебениная Вольва едет на сервис Картошка с салом,Разъебениная,Вольва,в процессе,Разъебениная,Вольва,2009,1987,Москва,blog,myspace4you,lj,41,71975,23505913,,39_12934527
84,http://m.livejournal.com/read/user/vetervparusah/4080,спрашиваю я вас ! Где еще может произойти бойня писькавоза и,камазообразной,вольвы,", если не в Васюнино ? Спилбергу такие катастрофы и не снились",камазообразной,вольвы,2013,0,Москва,blog,vetervparusah,lj,41,71975,35767360,,39_14974449
86,http://m.livejournal.com/read/user/glebdavidyuk/880,"Москвы , ибо в Ебург прямиком из Ярославля примчал на своей",старенькой,Вольве,-) со стиральной машиной в багажнике ( это была самая ценная бытовая,старенькой,Вольве,2010,0,Москва,blog,glebdavidyuk,lj,41,71975,12497747,,39_15738416
92,http://m.livejournal.com/read/user/vselenka/359423/comments/p1,мы тоже на мерс В-200 смотрели !!! Но решили взять семи -,местную,вольву,хс-90 :)))) От фордовского концепта пищала- только зря они форму сидения,местную,вольву,2012,0,? New South Wales,blog,smile_5,lj,41,71975,31521114,,39_16818562
94,http://m.livejournal.com/read/user/miraslau/102332,словы з-за якіх мне трэба адціскацца . ) Але быў запасны варыянт,маленькая,Вольва,", зякой было ўсё добра . Ан нет і тут знайшліся підары",маленькая,Вольва,2005,1984,Praha,blog,miraslau,lj,41,71975,22452019,,39_17088378
98,http://m.livejournal.com/read/user/lynxlynx/205430,вплотную . Уже сделали бы два что ли ... Серый Волк . Упс !,Серый,Вольв,: А это чье ? Не поверите ! Это Volvo Concept ! Очень смело,Серый,Вольв,2008,1972,NA,blog,lynxlynx,lj,41,71975,20280840,,39_17526951
99,http://m.livejournal.com/read/user/tekila/150917,"всего процентов на 30 , а заказчик - толстый , бритый мужик на",синей,Вольве,", опять будет брызгать слюной в кабинете гавриловского начальника . А гавриловский",синей,Вольве,2004,1979,Москва,blog,tekila,lj,41,71975,33488162,,39_17715376
102,http://m.livejournal.com/read/user/eduard2000/2157,и мой Брат поехали вместе в Москву поздно вечером на,отцовской,Вольве,"245 . Стоял сентябрь . Опыт вождения автомобиля у меня был , но",отцовской,Вольве,2008,1977,NA,blog,eduard2000,lj,41,71975,9487959,,39_19270143
104,http://m.livejournal.com/read/user/kind_grief/2569,"своем камертоне ... под песни KRECа - 140 по ленинградке , уходя от",папиной,вольвы,"хс90 было жестоко ... У него все таки полный привод , а",папиной,вольвы,2007,1986,NA,blog,kind_grief,lj,41,71975,16889762,,39_20021507
105,http://m.livejournal.com/read/user/svoya_v_dosku/3239,Пашиным братом в ауди а6 ... )гораздо приятней чем вшестиром в,Пашкиной,вольве,... поехали ... 160-200 км\ч.на этот раз благополучно ... )остановились..покурили ... и по домам,Пашкиной,вольве,2007,1989,Москва,blog,svoya_v_dosku,lj,41,71975,32919202,,39_20204449
106,http://m.livejournal.com/read/user/pelmeschka/106960/comments/p4,"классный лимузин , на котором они приехали ! Это была расчудесная РЕАЛЬНАЯ",РОЗОВАЯ,ВОЛЬВА,"!!! Большая и ИСТИННО РОЗОВАЯ ! Всякие там лимузины , гробоподобные хаммеры и",РОЗОВАЯ,ВОЛЬВА,2007,0,NA,blog,chjortpobjeri,lj,41,71975,6654458,,39_20305626
107,http://m.livejournal.com/read/user/aleksisf/41090,"павлинов . Что делать ?! Но нас ждала Венгрия , мы впихнулись в",маленькую,Вольву,и махнули на запад страны - в шестой по размеру город,маленькую,Вольву,2013,0,Москва,blog,aleksisf,lj,41,71975,1982038,,39_20438488
108,http://m.livejournal.com/read/user/dmrubin/7564/comments/p1,хы : ))А Вольво ??А майя,любимая,Вольва,? : ) ),любимая,Вольва,2007,0,NA,blog,nikaadajio,lj,41,71975,24672878,,39_20482170
109,http://m.livejournal.com/read/user/lasunya/597025,"вроде , если я не ошиблась в подсчетах ) квартире , ездят на",сараеобразной,Вольве,"( хе-хе , своей бензоколонки у них нет ) ... Дома кроме Кляксы собаченция",сараеобразной,Вольве,2009,0,Wien,blog,lasunya,lj,41,71975,18669007,,39_20539325
110,http://m.livejournal.com/read/user/newwonder/344873,на машине . Сцылка на карту в 17:30 из Москвы отъезжает,белая,вольва,", кторая сможет забрать еще максимум 2х человек . Если есть желающие",белая,вольва,2009,0,Москва,blog,newwonder,lj,41,71975,24495559,,39_21030582
114,http://m.livejournal.com/read/user/daria_karmanova/806,"кольцом жёлтого цвета , возле основания с мешковидной свободной или полусвободной",белой,вольвой,. Выглядывающая вольва имеет неровный лопастный край и по виду напоминает,белой,вольвой,2010,0,Россия,blog,daria_karmanova,lj,41,71975,7618595,,39_23206540
115,http://m.livejournal.com/read/user/daria_karmanova/806,"цвета , возле основания с мешковидной свободной или полусвободной белой вольвой .",Выглядывающая,вольва,имеет неровный лопастный край и по виду напоминает скорлупу яйца.МякотьПлотная,Выглядывающая,вольва,2010,0,Россия,blog,daria_karmanova,lj,41,71975,7618595,,39_23206540
116,http://m.livejournal.com/read/user/daria_karmanova/806,"Kalchbr . , с оранжевой шляпкой , почти лишённой белых хлопьев и с",плёнчатой,вольвой,". Однако , у этой группы пластинки , кольцо и ножка белые , в",плёнчатой,вольвой,2010,0,Россия,blog,daria_karmanova,lj,41,71975,7618595,,39_23206540
119,http://m.livejournal.com/read/user/nataxa/230698,года не виделись ! Только в аське общались ) Посмотрела на его,новую,Вольву,"- красотка , конечно : красный кожаный салон , сама белая , музыка . В общем",новую,Вольву,2011,0,Россия,blog,nataxa,lj,41,71975,24007019,,39_24883730
120,http://m.livejournal.com/read/user/kittenssmail/210221,"растут , игрули тоже . И понеслась душа в рай . Первоначальная договоренность",дешманской,Вольвы,", сменилась на середнечковый Мерсик , в итоге постановлением нашей семьи решили",дешманской,Вольвы,2010,1984,Москва,blog,kittenssmail,lj,41,71975,17054991,,39_25169088
121,http://m.livejournal.com/read/user/lenny_f/795,еще одной системы регулирования безголовых контрагентов Системы . Кто там на,старой,Вольве,ездит ? Стань эффективней своего Создателя ) ) ) ),старой,Вольве,2010,0,Россия,blog,lenny_f,lj,41,71975,18996071,,39_26137994
122,http://m.livejournal.com/read/user/klon_angela/48430,"не получится . Занятия поздно заканчиваются ... Ладно , будем колесить в своей",изумрудной,вольве,"во сне . Пока что . Все , не завидую ... Зато у меня",изумрудной,вольве,2007,1989,NA,blog,klon_angela,lj,41,71975,17162205,,39_26609541
123,http://m.livejournal.com/read/user/bobrilina/6537,"Обогнув бассейн , я обнаружил",искомую,вольву,", стоящей у запасного входа/выхода .Подойдя поближе и заглянув в окно(так",искомую,вольву,2006,0,Москва,blog,bobrilina,lj,41,71975,5498292,,39_27094745
125,http://m.livejournal.com/read/user/g_in/26457,"приятной наружности . Тут я вспомнила те времена , когда каталась на",старенькой,вольве,", с которой регулярно что-нибудь случалось и как редко кто-то помогал",старенькой,вольве,2012,1978,Москва,blog,g_in,lj,41,71975,11902123,,39_27334023
128,http://m.livejournal.com/read/user/ra_k19/16858,"попался чех , который бегал , схватившись за голову , вокруг уставшей и",подгоревшей,Вольвы,", так ради него была закрыта вся полоса на расстоянии километра",подгоревшей,Вольвы,2010,0,Латвия,blog,ra_k19,lj,41,71975,28175443,,39_29199516
130,http://m.livejournal.com/read/user/eternal_nectar/5177,"все как-то не заладилось ... Настроение , прическа , поездка на работу в",папиной,вольве,", сломаный каблук , отсутствие денег на телефоне , немотивированные слезы , три жирных",папиной,вольве,2007,1983,NA,blog,eternal_nectar,lj,41,71975,10259248,,39_30018643
131,http://m.livejournal.com/read/user/eternal_nectar/5177,"засчет пополнения телефонного баланса , вписывания меня любимой в страховку на",папину,вольву,", только что любезно принесенный целехонький туфель+каблучок ... . Сейчас самая середина дня",папину,вольву,2007,1983,NA,blog,eternal_nectar,lj,41,71975,10259248,,39_30018643
132,http://m.livejournal.com/read/user/greyp/123162,Вчера,тупая,вольва,чпокнула меня в бочину . Во вторник скажут кто виновник . Я,тупая,вольва,2009,1988,Королев,blog,greyp,lj,41,71975,13026154,,39_30100426
135,http://m.livejournal.com/read/user/d0br0/8457,Белым снегом скандинавских заполярий Забирает нас с работы,белый,Вольв,". Северных посланник полушарий . Строгий , как заведовал Адольф . Ты вези нас",белый,Вольв,2011,1978,Россия,blog,d0br0,lj,41,71975,7326909,,39_30472417
136,http://m.livejournal.com/read/user/cjtoha/91625/comments/p1,"у тебя обычная или с расширением ? Я к тому , что",новая,Вольва,"легко может неприятный сюрприз выкатить , когда на глаз повреждений почти",новая,Вольва,2006,1986,Москва,blog,spgremlin,lj,41,71975,32023763,,39_30613279
138,http://m.livejournal.com/read/user/hangglider/51849,"общем сел на машину Джона вынеся коленом лобовуху , и на",Вовкину,Вольву,. Вольва машина крепкая и Вовке было все равно . Таргет был,Вовкину,Вольву,2010,0,NA,blog,hangglider,lj,41,71975,13372169,,39_30777783
139,http://m.livejournal.com/read/user/pani_ga/5776,"таким эскортом посещал магазин . меня тогда возили на служебной , слегка",покалеченной,вольве,", два брата - разбойника , и я всегда старалась избежать этой чести",покалеченной,вольве,2010,1963,Россия,blog,pani_ga,lj,41,71975,26458941,,39_30810809
142,http://m.livejournal.com/read/user/miliee/3340/comments/p1,тебя практика не состоялась . мы как раз уже к тебе,мамину,вольву,вознамерились пригнать ... :),мамину,вольву,2008,0,NA,blog,thunderburst,lj,41,71975,33829814,,39_31408661
143,http://m.livejournal.com/read/user/vampyre_by/308566,пожилым пидарасом на красной Рене Лагуне . Потом началось шикарное - обогнала,шустрая,Вольва,", пристроился за ней и с удовольствием наблюдал за воспитательными процессами",шустрая,Вольва,2011,0,Белоруссия,blog,vampyre_by,lj,41,71975,35348881,,39_31411410
145,http://m.livejournal.com/read/user/ilyavaliev/5886647/comments/p2,вот !!!! на машине ) ) Дайте мне,новую,Вольву,и я поехал ) ),новую,Вольву,2012,0,Москва,blog,ilyavaliev,lj,41,71975,14496193,,39_31684684
146,http://m.livejournal.com/read/user/gippopo_triste/4441,мерседесы итп . Но я его видел в будний день на,обычной,вольве,". Т.е . есть вещи парадные , но есть и нормальная жизнь . Кстати",обычной,вольве,2010,0,Москва,blog,gippopo_triste,lj,41,71975,12417866,,39_32090070
149,http://m.livejournal.com/read/user/begemot9/11535,"Свистел иль нет - не знаю , магнитола орала ... Ну , ладна , подрезаю",обогнанную,Вольву,"и останавливаюсь ... Подбегает ... У Вас , грит , права лишние или денег",обогнанную,Вольву,2006,0,NA,blog,begemot9,lj,41,71975,4894785,,39_32883075
150,http://m.livejournal.com/read/user/domikua/5369,"было аж целый километр . Был послан . Нашел хорошую фирму , с",современной,вольвой,", толковым оператором и нужными габаритами 9м . За 1300 . Ехал он",современной,вольвой,2013,0,Украина,blog,domikua,lj,41,71975,8840555,,39_32889091
154,http://m.livejournal.com/read/user/broken_alley/72099,"в впереди меня идущую шестую Мазду , ещё один раз - в",шестидесятую,Вольву,. Награда нашла героя - повёз до Оболони интеллигентного вида молодого человека,шестидесятую,Вольву,2008,0,Киев,blog,broken_alley,lj,41,71975,5830640,,39_34797255
159,http://m.livejournal.com/read/user/nameless__one/578282/comments/p1,"при этом глядела в мобильник , но доказать такое трудно В",сёстринскую,вольву,"неделю назад дама въехала ( правда , через буферный жигуль , что несколько",сёстринскую,вольву,2012,1976,Москва,blog,dotslashmute,lj,41,71975,11207680,,40_738757
160,http://m.livejournal.com/read/user/mulder_fctm/46603,"УСК "" Эгильсхётлин "" ) в мое отсутствие зацепил левое заднее крыло нашей",многострадальной,Вольвы,". Пидарасы ... ЗЫ : да , еще с пятницы по субботу че - то",многострадальной,Вольвы,2009,0,Москва,blog,mulder_fctm,lj,41,71975,29242182,,40_1343669
161,http://m.livejournal.com/read/user/lu_x/40909/comments/p1,"Лю ,",упомянутая,вольва,была аудёй : ) ) но не суть : ноги - т в туалете и,упомянутая,вольва,2004,0,Москва,blog,gagara,lj,41,71975,15084231,,40_1601662
162,http://m.livejournal.com/read/user/viache/2554,мне нивкакую недостать за неделю жалкие 600$ и не забрать,старую,Вольву,. бЛИН А ВЕДЬ ХОЧЕТСЯ - хоть сезон откатать и слить дальше,старую,Вольву,2004,0,Казань,blog,viache,lj,41,71975,45109407,,40_1821667
163,http://m.livejournal.com/read/user/mikhail_kolt/2476,"который не южнобережный , а Симферопольский ) подкатил Резус на своей стильной",зеленой,вольве,1975 года выпуска ( в те годы это еще называлось не,зеленой,вольве,2005,0,NA,blog,mikhail_kolt,lj,41,71975,27954772,,40_2258859
164,http://m.livejournal.com/read/user/mikhail_kolt/2476,пламя снова полыхнуло вверх . На фоне заснеженного Воронцовского парка грязно -,зеленая,вольва,горела в сумерках оранжевым пламенем и коптила . Вспомнились кадры избиения,зеленая,вольва,2005,0,NA,blog,mikhail_kolt,lj,41,71975,27954772,,40_2258859
165,http://m.livejournal.com/read/user/mikhail_kolt/2715,тратил их на всякие « игрушки » . Так у него завелась зеленая,антикварная,вольва,", газовый пистолет системы « максмен » ( огромный револьвер отнятый милицией не то",антикварная,вольва,2005,0,NA,blog,mikhail_kolt,lj,41,71975,27954773,,40_2258860
168,http://m.livejournal.com/read/user/serega_chart/8255,"году еще не слышал о стандарте mp3 :) , то есть моя",обожаемая,Вольва,". из плюсов для меня также - пульт , благодаря чему меломаны с",обожаемая,Вольва,2008,0,NA,blog,serega_chart,lj,41,71975,38050734,,40_2545384
169,http://m.livejournal.com/read/user/anatolm/147823/comments/p1,Ну ... мне чуть не снес зеркало около - тридцатилетний чувак на,новой,вольве,) ) ) Никому права не давать ) ),новой,вольве,2010,1982,Москва,blog,l_e_e_t_a,lj,41,71975,22905553,,40_2629458
171,http://m.livejournal.com/read/user/olancheg/25060,"Гнал щас по этим вылизанным , мать их улицам , на",убитой,вольве,"79го года под "" Schools out "" Элиса Купера ... Прохожие шарахались . Приятно",убитой,вольве,2005,1978,Oslo,blog,olancheg,lj,41,71975,32070307,,40_2941925
173,http://m.livejournal.com/read/user/st_tsourkan/74557,ли эту машину брать ( или другой экземпляр посмотреть ) . Объект исследования -,старенькая,Вольва,740 конца 80-х . Кто может ? И сколько денех эта услуга,старенькая,Вольва,2013,0,Москва,blog,st_tsourkan,lj,41,71975,40579496,,40_3515315
180,http://m.livejournal.com/read/user/young_el/568530/comments/p1,"последние полгода стояла в гараже , потому что мы все в",мужнину,Вольву,влезаем ...,мужнину,Вольву,2011,1977,Москва,blog,young_el,lj,41,71975,47379811,,40_5797675
183,http://m.livejournal.com/read/user/all_x/216992,если что ) . Демонтировал колхозный ксенон ( новые крышки фар : 92191-3E100 ) . Зимой,шустрая,вольва,оторвала себе задний бампер протерев дырку в нашем переднем . Получил,шустрая,вольва,2010,0,Москва,blog,all_x,lj,41,71975,3091123,,40_5905464
186,http://m.livejournal.com/read/user/happy_blu/13185/comments/p1,"Поздравляю и желаю , что бы твоя более",резвая,Вольва,"прожила долгую и счастливую ( без рекламаций)""жизнь "" и если и ушла",резвая,Вольва,2006,0,Москва,blog,romantic_sterva,lj,41,71975,36572394,,40_6665661
187,http://m.livejournal.com/read/user/selusscout/5897,"30-40(быстрее я не мог , передо мной полз какой-то урод на",престарелой,вольве,", и вставал перед каждой ямкой ) добрый километр , и соблюдал знак",престарелой,вольве,2012,0,Московская область,blog,selusscout,lj,41,71975,37924294,,40_6666929
189,http://m.livejournal.com/read/user/agentmalder/8481,"жиниха , запомните это ) Vesnushka aka Anusay , 04.07.2006 10:57 : сейчас жду",мамину,вольву,"Vesnushka aka Anusay , 04.07.2006 10:57 : оч покататься на ней хочется",мамину,вольву,2006,1981,Москва,blog,agentmalder,lj,41,71975,1982117,,40_7069170
190,http://m.livejournal.com/read/user/kolik_krolik/10730/comments/p1,мы чистили столовыми ножами нагар со свечей свенской_какашки - то бишь,акелычевской,Вольвы,.,акелычевской,Вольвы,2006,0,Москва,blog,evar,lj,41,71975,13062765,,40_7441760
191,http://m.livejournal.com/read/user/dalnoboi/270245,перегона в Москву Большой,Тяжелой,Вольвы,детками под страхом Большого Вселенского пиздеца было дано задание убраться,Тяжелой,Вольвы,2013,0,Россия,blog,dalnoboi,lj,41,71975,9367001,,40_7529615
193,http://m.livejournal.com/read/user/chourique/37110,вывеску на Кутузовском и въехал со всей дури в мирно,припаркованную,вольву,.,припаркованную,вольву,2006,1978,Москва,blog,chourique,lj,41,71975,8359421,,40_8032298
194,http://m.livejournal.com/read/user/ilty/71742,"не забрал ; Есть ещё один , этого я примечаю на мкаде ,",турбовая,вольва,"шестидесятка екх , этот жжот от души : на турбовой я легко",турбовая,вольва,2008,1983,Москва,blog,ilty,lj,41,71975,18153496,,40_8533074
195,http://m.livejournal.com/read/user/bezdublya/19217/comments/p1,А из,предыдущей,Вольвы,тоже бы ЗиЛ неплохой получился ) ),предыдущей,Вольвы,2009,1984,Москва,blog,motorov,lj,41,71975,28946219,,40_8967834
196,http://m.livejournal.com/read/user/lisa_alisa_/190890,дорогах и прочих питерских командниках со знакомым бриджистом на симпатичной,шестидесятой,вольве,. /голосом Полины из Comedy Woman/ Так прияяяятно !. .,шестидесятой,вольве,2010,1980,Петербург,blog,lisa_alisa_,lj,41,71975,24502808,,40_9348383
197,http://m.livejournal.com/read/user/mouse440/5959,кому автомобиль никогда ничего не дарил . А вот моя старенькая,серая,вольва,в первый наш с ней совместный новый год подарила мне,серая,вольва,2005,1976,Москва,blog,mouse440,lj,41,71975,28964835,,40_9355040
198,http://m.livejournal.com/read/user/danila_fizik/188034,"по встречной , меня обгоняет некий представитель нетрадиционно мыслящих граждан на",пафосной,вольве,". Троллейбус тем временем уже завернул , поэтому его "" вольво "" тоже обогнала",пафосной,вольве,2011,1983,Москва,blog,danila_fizik,lj,41,71975,9451221,,40_9411623
200,http://m.livejournal.com/read/user/serguser/22539,"лучший вариант Брат пошел в ту гостиницу , я давай отлавливать",потерявшуюся,Вольву,", через 5 минут они нарисовались , прыгнул к ним в машину",потерявшуюся,Вольву,2011,0,Россия,blog,serguser,lj,41,71975,38213709,,40_10115637
206,http://m.livejournal.com/read/user/iglokott/16174/comments/p1,А еще была опрошена случайно затесавшаяся к нам девочка из,шведской,вольвы,"- и она рассказала про "" вот такую "" ( метр в диаметре ) буллу",шведской,вольвы,2013,0,Финляндия,blog,cava_kakava,lj,41,71975,7887071,,40_10724252
207,http://m.livejournal.com/read/user/kelim/7028/comments/p1,месяца два и решил повыпендриваться и войти в шпильку на,старой,вольве,"на хорошей скокрости и только перед апексом заметил , что как",старой,вольве,2005,0,Россия,blog,kelim,lj,41,71975,20946633,,40_11625379
209,http://m.livejournal.com/read/user/samsebeskazal/275341,как можно чувствовать габариты такой дурынды с прицепом . Я свою,маленькую,Вольву,"- то не всегда чувствую . Зеленый огонек сигнализирует , что рефрижиратор чувствует",маленькую,Вольву,2013,0,New York,blog,samsebeskazal,lj,41,71975,37358596,,40_12220413
210,http://m.livejournal.com/read/user/autoskif/55142,"Софийской и Московским - но , это понятно и обьяснимо , там Четкая",Черная,Вольва,ушла капотом под Газель . В крайнем левом ряду ( что они,Черная,Вольва,2011,0,NA,blog,autoskif,lj,41,71975,5261783,,40_12332971
211,http://m.livejournal.com/read/user/mikrob/628596/comments/p1,Один не беда ... ... . . Выхожу на стоянку вижу мама девочки на,новенькой,вольве,за 250к . Б ... ... й Х. й,новенькой,вольве,2012,0,Израиль,blog,2swim,lj,41,71975,286555,,40_13033792
212,http://m.livejournal.com/read/user/denleb/3814,то покупает европейца . при этом если денег мало то покупает,подержанную,вольву,"! Опелей тут вообще нету , также как фиатов , ауди почти нет",подержанную,вольву,2010,0,New York,blog,denleb,lj,41,71975,10143281,,40_13146462
214,http://m.livejournal.com/read/user/sweety_kaa/48813,от друга . Тупые до невозможности . В первом случае тетка на,бежевой,вольве,въехала из двора в бок спокойно ехавшему по своей полосе,бежевой,вольве,2009,1983,Долгопрудный,blog,sweety_kaa,lj,41,71975,41613843,,40_13214890
216,http://m.livejournal.com/read/user/sly32/108032,метель - через полчаса выныривает наша Беларусь и выдергивает за собой,несчастную,вольву,". Благо трос у него был стальной , на колесах вдобавок и",несчастную,вольву,2013,1970,Белоруссия,blog,sly32,lj,41,71975,39698399,,40_14517283
219,http://m.livejournal.com/read/user/olancheg/26266/comments/p1,и за её спиной русский парень на,убитой,вольве,79го года ?,убитой,вольве,2005,0,NA,blog,ex_akm,lj,41,71975,13201943,,40_15895482
220,http://m.livejournal.com/read/user/murrrrzilka/1263,"просто вели , передавая на посты инфу о необходимости тормознуть черную",тонированную,вольву,с московскими номерами ) Собрал все посты ) Мои документы разве что,тонированную,вольву,2010,0,Москва,blog,murrrrzilka,lj,41,71975,29324616,,40_15933378
224,http://m.livejournal.com/read/user/kot_kot/639271,"тросе болтаются за ним , как говно в проруби :-) А это",героическая,вольва,", которая выглядела самой грязной :-) Хотя грязными были все :-) В пробках",героическая,вольва,2012,1983,Москва,blog,kot_kot,lj,41,71975,22029017,,40_16607374
225,http://m.livejournal.com/read/user/weakness_for/5103,"родителям . Мама сделала очередную подтяжку лица , папа очередной тюнинг своей",новячей,вольвы,". Такие они беспечные , красавцы . Каждый раз смотря на них . я",новячей,вольвы,2007,0,NA,blog,weakness_for,lj,41,71975,46218311,,40_17035637
228,http://m.livejournal.com/read/user/a_event/30237,"руку - и вот оно , долгожданное подмигивание поворотника и огромная носатая",американская,Вольва,оттормаживается в нескольких десятках метров впереди . Вот теперь старт дан,американская,Вольва,2006,1984,Петербург,blog,a_event,lj,41,71975,1329329,,40_17437859
229,http://m.livejournal.com/read/user/allenkas/147355,"пары часов . 0 . Я познакомилась с "" допустим Димой "" , у которого",приятная,вольва,с кондиционером и дача в мистическом месте - месте слияния двух,приятная,вольва,2010,1983,Белоруссия,blog,allenkas,lj,41,71975,3123641,,40_17747839
232,http://m.livejournal.com/read/user/abugaisky/264092/comments/p1,чтоб налогов не платить . Ну а народонаселению рассказывают сказки про,ржавую,Вольву,"и то , как он лошадок шкурил .",ржавую,Вольву,2013,0,Россия,blog,ad_cash,lj,41,71975,1732730,,40_18020470
233,http://m.livejournal.com/read/user/samsebeskazal/303930/comments/p7,6 .,Пининфариновская,Вольва,", редкая и дорогая вещь , странно ее видеть в таком убитом",Пининфариновская,Вольва,2014,0,Россия,blog,ad_cash,lj,41,71975,1734194,,40_18021933
234,http://m.livejournal.com/read/user/sciss0r/39093,из ёфиса в десятом часу вечера . На стоянке одиноко стоит,гендировская,Вольва,"S60 . Двигатель заведен , дверца водителя приглашающе распахнута . И никого вокруг",гендировская,Вольва,2007,1981,Россия,blog,sciss0r,lj,41,71975,37718984,,40_18086561
235,http://m.livejournal.com/read/user/das_zigota/78308,"расцвете лет , по слухам трепетно хранящего ещё порядка пяти старых",недееспособных,вольв,", его кроткой девушки Наташи , а также двух ихних собачек внушительных",недееспособных,вольв,2008,0,Москва,blog,das_zigota,lj,41,71975,9672219,,40_18266810
236,http://m.livejournal.com/read/user/das_zigota/78308,знак ограничения скорости « не больше 50ти » и повесив его на,несчастную,вольву,", и мы все ещё долго корчились в истерическом ржаче . Вдруг",несчастную,вольву,2008,0,Москва,blog,das_zigota,lj,41,71975,9672219,,40_18266810
237,http://m.livejournal.com/read/user/natasha2085/20718,меня маленькая встала я видимо очень глубоко что позволило фантазии,красной,вольвы,замкадышного региона тупо впереться мне в зад . Сигналка мигает . Колсе,красной,вольвы,2010,0,Москва,blog,natasha2085,lj,41,71975,30125946,,40_19276802
239,http://m.livejournal.com/read/user/heilga/846464/comments/p1,до нужного человека всегда . К примеру однажды остановил дяденька на,новой,Вольве,", пригласил присесть в свой кожаный салон , дал свой телефон. . когда",новой,Вольве,2004,0,Москва,blog,ahramg,lj,41,71975,2049067,,40_19706393
241,http://m.livejournal.com/read/user/gosha_mos/36855/comments/p1,А ща ведь,ниодной,вольвы,) ) ) ),ниодной,вольвы,2009,1979,Индия,blog,shamoi,lj,41,71975,38450226,,40_20144350
244,http://m.livejournal.com/read/user/devel43/44914,темноты опять появилась спасительная фура . На этот раз это была,имперская,вольва,", которая нас довезла аж до кафешки под Тюменью , где мы",имперская,вольва,2012,0,NA,blog,devel43,lj,41,71975,10260197,,40_20858675
246,http://m.livejournal.com/read/user/ryhor/8136,Они в полицию - памагите ! - те помогают . В общем сгоняли на,полицейской,вольве,"300 метров до заправки отдать им денег , по дороге меня",полицейской,вольве,2009,0,NA,blog,ryhor,lj,41,71975,37051114,,40_21495461
247,http://m.livejournal.com/read/user/maximov_ekby/5938,"полным забот и проблем днём , от МКАДа застопили быструю и",приятную,Вольву,"до поворота на Малаховку . Там Жигуль до В. Ломова , ехавший",приятную,Вольву,2011,0,Москва,blog,maximov_ekby,lj,41,71975,27174433,,40_21844843
255,http://m.livejournal.com/read/user/_get_man_/256995,ман - стра злобно поставлен на прикол ! На следующую неделю вытрусил,новую,Вольву,с кондеем и автоматической коробкой ! Буду ездИть и нискем низдаровацца,новую,Вольву,2011,0,Финляндия,blog,_get_man_,lj,41,71975,831748,,40_24164705
256,http://m.livejournal.com/read/user/wlad11/153060,Посмотреть на Яндекс.Фотках 34 . Мослательные процессы ... Посмотреть на Яндекс.Фотках 35 .,Занятная,Вольва,немного похожая на Вартбург и Трабби ... Посмотреть на Яндекс.Фотках 36,Занятная,Вольва,2012,1989,Москва,blog,wlad11,lj,41,71975,46535942,,40_24252570
257,http://m.livejournal.com/read/user/anjabo/87720,"Это меня насторожило , и я осторожно выглянула в окно . Увидела",старую,вольву,"нашего технического директора и побежала бегом на улицу , успеть его",старую,вольву,2009,1979,Netherlands,blog,anjabo,lj,41,71975,3992100,,40_24446993
261,http://m.livejournal.com/read/user/delimiter/345570,Мастерской понадобился прицеп для перевозки очередной,старой,вольвы,", поэтому P210 сгрузили с него и поставили на проезжую часть",старой,вольвы,2013,0,NA,blog,delimiter,lj,41,71975,9989334,,40_25595424
